Código;Programa;Instituição de Ensino;Área de Avaliação;Área Básica;Situação;Modalidade;ME;DO;MP;DP
40006018175P0;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42046017017P8;CIÊNCIA E ENGENHARIA DE MATERIAIS;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
15001016168P0;CIÊNCIA E ENGENHARIA DE MATERIAIS;UNIVERSIDADE FEDERAL DO PARÁ;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
32003013005P5;Ciência e Engenharia de Materiais;UNIVERSIDADE FEDERAL DE ITAJUBÁ;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;3;3;-;-
32003013005P5;Ciência e Engenharia de Materiais;UNIVERSIDADE FEDERAL DE ALFENAS;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;3;3;-;-
12001015035P2;Ciência e Engenharia de Materiais;UNIVERSIDADE FEDERAL DO AMAZONAS;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
41015010004P9;Ciência e Engenharia de Materiais;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42003016041P0;Ciência e Engenharia de Materiais;UNIVERSIDADE FEDERAL DE PELOTAS;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
23001011041P3;CIÊNCIA E ENGENHARIA DE PETRÓLEO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;ENGENHARIAS III                                   ;ENGENHARIA MECÂNICA;EM FUNCIONAMENTO;ACADÊMICO;3;3;-;-
33001014004P9;CIÊNCIA E ENGENHARIA DOS MATERIAIS;UNIVERSIDADE FEDERAL DE SÃO CARLOS;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
21001014024P6;Ciência e Engenharia dos Materiais;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
24009016011P0;Ciência e Saúde Animal;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
33144010003P0;CIÊNCIA E TECNOLOGIA;UNIVERSIDADE FEDERAL DO ABC;QUÍMICA                                           ;QUÍMICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41005015004P7;CIÊNCIA E TECNOLOGIA AMBIENTAL;UNIVERSIDADE DO VALE DO ITAJAÍ;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
24004014005P9;CIÊNCIA E TECNOLOGIA AMBIENTAL;UNIVERSIDADE ESTADUAL DA PARAIBA;ENGENHARIAS I                                     ;ENGENHARIA SANITÁRIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
40006018013P0;CIÊNCIA E TECNOLOGIA AMBIENTAL;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31088015002P0;CIÊNCIA E TECNOLOGIA AMBIENTAL;CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32012012171P8;CIÊNCIA E TECNOLOGIA AMBIENTAL;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42002010164P1;CIÊNCIA E TECNOLOGIA AMBIENTAL;UNIVERSIDADE FEDERAL DE SANTA MARIA;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
33087016005P8;CIÊNCIA E TECNOLOGIA AMBIENTAL;UNIVERSIDADE SANTA CECÍLIA;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;A;A;-;-
51005018006P8;Ciência e Tecnologia Ambiental;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
41020014004P9;Ciência e Tecnologia Ambiental;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33144010018P7;Ciência e Tecnologia Ambiental;UNIVERSIDADE FEDERAL DO ABC;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
25004018072P0;Ciência e Tecnologia Ambiental;UNIVERSIDADE DE PERNAMBUCO;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
20001010042P1;Ciência e Tecnologia Ambiental ;UNIVERSIDADE FEDERAL DO MARANHÃO;GEOCIÊNCIAS                                       ;GEOCIÊNCIAS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004099086P8;Ciência e Tecnologia Animal;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ILHA SOLTEIRA );ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004145082P6;CIÊNCIA E TECNOLOGIA APLICADA À ODONTOLOGIA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( SÃO JOSÉ DOS CAMPOS );ODONTOLOGIA                                       ;ODONTOLOGIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
32003013008P4;CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO;UNIVERSIDADE FEDERAL DE ITAJUBÁ;CIÊNCIA DA COMPUTAÇÃO                             ;CIÊNCIA DA COMPUTAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32004010018P0;CIÊNCIA E TECNOLOGIA DA MADEIRA;UNIVERSIDADE FEDERAL DE LAVRAS;CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32004010049P2;CIÊNCIA E TECNOLOGIA DA PRODUÇÃO ANIMAL ;UNIVERSIDADE FEDERAL DE LAVRAS;ZOOTECNIA / RECURSOS PESQUEIROS                   ;ZOOTECNIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
32069014001P9;CIÊNCIA E TECNOLOGIA DAS RADIAÇÕES, MINERAIS E MATERIAIS;CENTRO DE DESENVOLVIMENTO DA TECNOLOGIA NUCLEAR;ENGENHARIAS II                                    ;INSTRUMENTAÇÃO PARA MEDIDA E CONTROLE DE RADIAÇÃO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
15001016038P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DO PARÁ;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
22001018017P2;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DO CEARÁ;CIÊNCIA DE ALIMENTOS                              ;TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24001015025P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
31002013006P2;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
32002017013P1;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33002037015P8;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
40005011007P3;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42003016009P9;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DE PELOTAS;CIÊNCIA DE ALIMENTOS                              ;TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
52001016029P5;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DE GOIÁS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42001013079P4;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
27001016016P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31050018002P3;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO DE JANEIRO;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
16003012012P6;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42003016054P4;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DE PELOTAS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32082010001P8;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
41020014010P9;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32010010044P7;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
41002016164P5;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
51005018171P9;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
42045010003P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;A;-
30001013046P5;Ciência e Tecnologia de Alimentos;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
32048017001P9;Ciência e Tecnologia de Alimentos;USP ( ESCOLA SUPERIOR DE AGRICULTURA LUIZ DE QUEIROZ );CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32048017001P9;Ciência e Tecnologia de Alimentos;INSTITUTO FED. DE EDUC., CIÊNC. E TECN. DO TRIÂNGULO MINEIRO;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32044011001P3;Ciência e Tecnologia de Alimentos;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
42009014010P5;Ciência e Tecnologia de Alimentos;FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33299013001P1;Ciência e Tecnologia de Alimentos;INSTITUTO DE TECNOLOGIA DE ALIMENTOS;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33004056083P7;CIÊNCIA E TECNOLOGIA DE MATERIAIS;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
31004016049P6;CIÊNCIA E TECNOLOGIA DE MATERIAIS;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;ENGENHARIAS II                                    ;ENGENHARIA DE MATERIAIS E METALÚRGICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31088015001P3;Ciência e Tecnologia de Materiais;CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32012012009P6;Ciência e Tecnologia de Materiais;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31001017008P9;CIÊNCIA E TECNOLOGIA DE POLÍMEROS;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;ENGENHARIAS II                                    ;POLÍMEROS,  APLICAÇÕES;EM FUNCIONAMENTO;ACADÊMICO;7;7;-;-
42003016016P5;CIÊNCIA E TECNOLOGIA DE SEMENTES;UNIVERSIDADE FEDERAL DE PELOTAS;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
42003016023P1;CIÊNCIA E TECNOLOGIA DE SEMENTES;UNIVERSIDADE FEDERAL DE PELOTAS;CIÊNCIAS AGRÁRIAS I                               ;AGRONOMIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;4;-
32005016028P8;CIÊNCIA E TECNOLOGIA DO LEITE E DERIVADOS;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA-MATRIZ;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32005016028P8;CIÊNCIA E TECNOLOGIA DO LEITE E DERIVADOS;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
42002010013P3;CIÊNCIA E TECNOLOGIA DOS ALIMENTOS;UNIVERSIDADE FEDERAL DE SANTA MARIA;CIÊNCIA DE ALIMENTOS                              ;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
24004014016P0;CIÊNCIA E TECNOLOGIA EM SAÚDE;UNIVERSIDADE ESTADUAL DA PARAIBA;MEDICINA I                                        ;MEDICINA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
33008019007P2;Ciência e Tecnologia em Saúde;UNIVERSIDADE DE MOGI DAS CRUZES;INTERDISCIPLINAR                                  ;SAÚDE E BIOLÓGICAS;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
31001017154P5;Ciência e Tecnologia Farmacêutica;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FARMÁCIA                                          ;FARMÁCIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
31058019002P4;Ciência e Tecnologia Nucleares;INSTITUTO DE ENGENHARIA NUCLEAR;ENGENHARIAS II                                    ;ENGENHARIA NUCLEAR;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
12001015041P2;CIÊNCIA E TECNOLOGIA PARA RECURSOS AMAZÔNICOS;UNIVERSIDADE FEDERAL DO AMAZONAS;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33003017020P7;CIÊNCIA ECONÔMICA;UNIVERSIDADE ESTADUAL DE CAMPINAS;ECONOMIA                                          ;ECONOMIA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
31010016148P0;CIÊNCIA EM ANIMAIS DE LABORATÓRIO;FUNDACAO OSWALDO CRUZ (FIOCRUZ);MEDICINA VETERINÁRIA                              ;MEDICINA VETERINÁRIA;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
32002017012P5;CIÊNCIA FLORESTAL;UNIVERSIDADE FEDERAL DE VIÇOSA;CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
33004064082P6;CIÊNCIA FLORESTAL;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
32010010005P1;CIÊNCIA FLORESTAL;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
11001011071P6;CIÊNCIA FLORESTAL;UNIVERSIDADE FEDERAL DO ACRE;CIÊNCIAS AGRÁRIAS I                               ;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
28007018012P5;Ciência, Inovação e Modelagem em Materiais;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;MATERIAIS                                         ;MATERIAIS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
11001011006P0;Ciência, Inovação e Tecnologia para a Amazônia;UNIVERSIDADE FEDERAL DO ACRE;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
40031012001P5;CIÊNCIA JURÍDICA;UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ;DIREITO                                           ;DIREITO;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
41005015001P8;CIÊNCIA JURÍDICA;UNIVERSIDADE DO VALE DO ITAJAÍ;DIREITO                                           ;DIREITO;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
33001014026P2;CIENCIA POLITICA;UNIVERSIDADE FEDERAL DE SÃO CARLOS;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
25001019033P6;CIÊNCIA POLÍTICA;UNIVERSIDADE FEDERAL DE PERNAMBUCO;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
15001016053P9;CIÊNCIA POLÍTICA;UNIVERSIDADE FEDERAL DO PARÁ;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
40001016061P2;CIÊNCIA POLÍTICA;UNIVERSIDADE FEDERAL DO PARANÁ;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
31004016061P6;CIÊNCIA POLÍTICA;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
24009016171P8;CIÊNCIA POLÍTICA;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
31021018157P8;CIÊNCIA POLÍTICA;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
21001014082P6;CIÊNCIA POLÍTICA;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
28001010177P0;CIÊNCIA POLÍTICA;UNIVERSIDADE FEDERAL DA BAHIA;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;A;-;-;-
42003016037P2;Ciência Política;UNIVERSIDADE FEDERAL DE PELOTAS;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
52001016055P6;Ciência Política;UNIVERSIDADE FEDERAL DE GOIÁS;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
24001015080P1;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;CIÊNCIA POLÍTICA;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33002010029P8;CIÊNCIA SOCIAL (ANTROPOLOGIA SOCIAL);UNIVERSIDADE DE SÃO PAULO;ANTROPOLOGIA / ARQUEOLOGIA                        ;ANTROPOLOGIA;EM FUNCIONAMENTO;ACADÊMICO;6;6;-;-
30015014002P5;CIÊNCIA, TECNOLOGIA E EDUCAÇÃO;CENTRO UNIVERSITÁRIO VALE DO CRICARÉ;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
31022014005P0;CIÊNCIA TECNOLOGIA E EDUCAÇÃO;CENTRO FEDERAL DE EDUCAÇÃO TECN. CELSO SUCKOW DA FONSECA;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
23001011079P0;CIÊNCIA, TECNOLOGIA E INOVAÇÃO;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;INTERDISCIPLINAR                                  ;ENGENHARIA/TECNOLOGIA/GESTÃO;EM FUNCIONAMENTO;PROFISSIONAL;-;-;3;-
31002013022P8;Ciência Tecnologia e Inovação em Agropecuária;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;INTERDISCIPLINAR                                  ;MEIO AMBIENTE E AGRÁRIAS;EM FUNCIONAMENTO;ACADÊMICO;-;4;-;-
33001014027P9;CIÊNCIA, TECNOLOGIA E SOCIEDADE;UNIVERSIDADE FEDERAL DE SÃO CARLOS;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM FUNCIONAMENTO;ACADÊMICO;4;4;-;-
40034011075P8;CIÊNCIA, TECNOLOGIA E SOCIEDADE;INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DO PARANÁ;INTERDISCIPLINAR                                  ;SOCIAIS E HUMANIDADES;EM FUNCIONAMENTO;ACADÊMICO;3;-;-;-
33093016004P8;CIÊNCIAS;UNIVERSIDADE DE FRANCA;QUÍMICA                                           ;QUÍMICA;EM FUNCIONAMENTO;ACADÊMICO;5;5;-;-
